MaintenanceWorkId,Date,Time,WorksDescription,EquipmentId,TimeTaken
708,15/02/2014,10:39,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,1,254
709,21/05/2013,10:04,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,7,140
710,25/10/2013,14:01,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,8,102
711,11/08/2013,13:59,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,9,315
712,3/10/2012,13:37,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,2,355
713,15/02/2014,16:25,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,6,357
714,16/09/2013,9:16,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,4,229
715,5/08/2014,13:09,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,6,128
716,29/01/2014,14:37,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,3,187
717,23/10/2012,13:04,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,8,261
718,7/11/2013,15:53,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,4,79
719,9/08/2014,15:07,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,6,39
720,28/06/2014,10:13,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo,4,207
721,20/08/2014,15:57,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,1,255
722,9/06/2013,11:20,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,2,284
723,7/11/2012,11:36,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,6,212
724,3/07/2014,9:45,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,8,43
725,26/01/2013,16:52,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,6,261
726,21/10/2012,9:37,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,9,207
727,15/10/2013,13:35,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,4,140
728,13/10/2013,15:55,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,2,199
729,5/06/2013,8:55,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,1,289
730,28/02/2014,12:20,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin,4,173
731,20/09/2013,8:23,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,1,62
732,20/07/2013,13:59,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,2,307
733,19/04/2014,14:09,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,1,331
734,5/07/2013,10:05,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,8,322
735,23/10/2012,16:01,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,6,211
736,25/07/2013,11:57,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam,3,188
737,3/06/2013,14:23,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,4,325
738,31/12/2012,10:42,duis bibendum morbi non quam nec dui luctus rutrum nulla,4,264
739,30/03/2013,9:13,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,10,256
740,5/04/2013,16:12,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,2,324
741,13/09/2013,14:16,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,10,203
742,5/10/2013,9:57,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,10,289
743,24/05/2014,9:45,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,8,23
744,18/10/2013,15:18,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,6,69
745,1/12/2013,11:53,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,3,167
746,16/02/2013,10:56,lectus in est risus auctor sed tristique in tempus sit amet,4,300
747,17/04/2014,15:13,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,2,207
748,23/08/2014,10:35,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,1,91
749,7/11/2012,10:09,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,3,211
750,12/04/2014,8:59,libero nam dui proin leo odio porttitor id consequat in,5,358
751,25/09/2013,16:53,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,8,150
752,20/08/2013,13:49,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,6,277
753,16/07/2013,13:10,consequat morbi a ipsum integer a nibh in quis justo maecenas,4,326
754,16/02/2014,10:06,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,5,303
755,31/07/2013,12:45,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,2,339
756,4/05/2013,9:33,condimentum id luctus nec molestie sed justo pellentesque viverra pede,10,203
757,30/07/2014,14:38,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula,6,103
758,2/03/2013,10:47,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,4,134
759,18/09/2013,11:14,in tempus sit amet sem fusce consequat nulla nisl nunc nisl,5,27
760,18/10/2012,10:39,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,9,208
761,1/08/2014,16:19,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,10,97
762,17/11/2012,12:19,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui,5,186
763,29/11/2013,12:21,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,3,154
764,14/03/2014,8:47,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,7,293
765,13/10/2012,9:26,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,10,338
766,17/10/2013,13:01,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer,9,95
767,4/06/2014,12:41,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,8,217
768,28/12/2013,13:18,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,9,21
769,28/03/2014,12:35,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,4,303
770,12/02/2014,14:46,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,9,317
771,5/04/2013,16:31,etiam faucibus cursus urna ut tellus nulla ut erat id,3,333
772,19/11/2012,13:13,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,4,110
773,2/02/2013,16:55,etiam pretium iaculis justo in hac habitasse platea dictumst etiam,4,146
774,17/12/2012,16:45,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,10,336
775,19/07/2013,10:30,justo eu massa donec dapibus duis at velit eu est congue elementum,5,137
776,17/04/2013,15:51,morbi non quam nec dui luctus rutrum nulla tellus in,4,87
777,24/07/2014,9:25,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus,6,23
778,23/07/2013,11:57,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,9,324
779,4/03/2014,8:25,sed augue aliquam erat volutpat in congue etiam justo etiam,2,253
780,24/06/2013,11:08,dui vel sem sed sagittis nam congue risus semper porta,4,60
781,13/12/2013,12:53,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,1,302
782,13/12/2012,9:15,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,7,345
783,30/10/2012,13:48,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,2,238
784,26/02/2014,16:56,luctus rutrum nulla tellus in sagittis dui vel nisl duis,2,143
785,3/12/2013,8:59,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,9,339
786,13/10/2012,8:59,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,10,174
787,7/12/2013,13:52,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,5,105
788,11/05/2014,12:47,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,6,216
789,25/11/2012,15:01,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,7,197
790,13/10/2012,9:06,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,10,156
791,27/02/2014,14:02,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,5,303
792,3/10/2012,8:07,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,2,323
793,3/03/2014,11:09,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,4,351
794,3/11/2013,10:36,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis,5,236
795,30/10/2012,10:12,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,8,191
796,21/08/2013,15:56,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,2,328
797,15/02/2013,12:06,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,5,83
798,3/10/2013,10:29,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,4,270
799,20/05/2014,11:41,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,6,216
800,2/10/2012,14:05,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,2,275
801,10/11/2013,16:22,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,7,294
802,26/03/2014,10:49,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,5,241
803,30/07/2013,15:00,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,1,138
804,30/09/2013,15:28,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,1,233
805,15/07/2013,15:03,nisi at nibh in hac habitasse platea dictumst aliquam augue quam,7,111
806,11/07/2014,15:56,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,5,271
807,22/04/2014,8:48,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,2,104
808,28/06/2013,14:37,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,9,208
809,23/02/2013,10:11,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat,7,326
810,20/12/2012,14:13,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,5,147
811,6/09/2013,16:13,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,7,89
812,23/01/2013,9:16,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,9,244
813,24/07/2014,8:37,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,7,244
814,7/02/2013,9:18,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,9,350
815,5/02/2014,10:40,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,1,108
816,7/10/2012,15:37,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,7,42
817,28/01/2013,8:23,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,6,293
818,8/08/2014,16:01,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,6,156
819,16/12/2013,15:23,semper sapien a libero nam dui proin leo odio porttitor,4,146
820,11/02/2014,11:32,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,8,58
821,24/01/2013,16:12,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,10,141
822,15/09/2013,13:28,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,6,359
823,9/01/2014,15:32,purus phasellus in felis donec semper sapien a libero nam dui proin,6,274
824,2/06/2014,15:17,porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,7,109
825,15/07/2014,12:25,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,2,200
826,3/12/2013,14:48,eu magna vulputate luctus cum sociis natoque penatibus et magnis,8,270
827,30/06/2014,14:58,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,3,172
828,28/06/2013,16:02,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,9,140
829,28/02/2014,11:29,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,7,157
830,22/11/2012,9:16,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,4,12
831,18/12/2013,14:12,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,9,164
832,21/05/2014,11:36,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,6,242
833,4/06/2014,9:34,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in,1,235
834,25/11/2012,15:18,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,6,104
835,21/10/2012,11:29,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit,8,37
836,16/03/2013,15:35,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,1,346
837,30/10/2013,9:44,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,7,232
838,12/01/2013,16:02,lobortis ligula sit amet eleifend pede libero quis orci nullam,1,251
839,23/03/2014,15:27,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,5,278
840,11/05/2013,13:33,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,5,360
841,29/05/2014,15:37,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,6,261
842,10/08/2013,10:33,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,8,158
843,30/08/2013,14:10,sapien sapien non mi integer ac neque duis bibendum morbi non,2,248
844,18/12/2013,15:02,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,3,58
845,18/05/2014,15:29,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,7,320
846,27/07/2013,16:15,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,7,285
847,1/06/2014,13:55,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,3,229
848,25/08/2014,15:06,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,3,108
849,22/03/2013,10:13,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,4,353
850,3/10/2012,14:53,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,4,77
851,31/07/2013,9:34,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,9,116
852,15/07/2013,8:13,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,8,19
853,24/10/2012,14:43,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,7,24
854,9/08/2013,10:05,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,10,207
855,20/03/2013,10:05,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,10,128
856,16/07/2013,11:28,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,9,283
857,5/05/2013,12:24,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,6,13
858,24/05/2013,13:42,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,1,194
859,17/06/2013,9:45,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien,7,69
860,11/09/2013,9:05,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,8,87
861,10/01/2014,16:17,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus,7,65
862,10/11/2012,12:27,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,9,222
863,30/09/2013,11:13,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,8,43
864,13/10/2013,8:00,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,1,272
865,19/05/2014,10:46,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,2,86
866,11/04/2013,15:10,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,9,189
867,19/05/2013,15:11,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,6,288
868,2/03/2014,8:13,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,8,264
869,18/10/2012,14:34,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,10,70
870,21/09/2013,14:34,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,5,292
871,28/09/2013,12:23,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,1,347
872,1/03/2014,11:49,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,3,353
873,4/01/2013,12:21,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,8,46
874,24/06/2014,8:29,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,9,87
875,2/06/2014,10:19,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,6,148
876,11/04/2014,13:49,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,6,13
877,21/04/2014,15:23,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,6,235
878,9/12/2012,13:36,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,9,228
879,1/02/2014,8:11,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,6,266
880,27/02/2014,9:13,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,1,14
881,16/10/2013,13:07,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,3,265
882,29/11/2013,13:17,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,7,315
883,11/03/2013,16:59,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,2,318
884,27/03/2014,10:28,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,5,87
885,23/12/2013,16:11,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,10,160
886,27/08/2013,11:57,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,6,347
887,14/07/2013,11:32,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in,2,320
888,16/10/2013,10:12,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,10,328
889,22/06/2014,11:32,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,5,303
890,13/02/2013,10:52,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,8,336
891,3/04/2014,15:18,vivamus tortor duis mattis egestas metus aenean fermentum donec ut,8,211
892,18/03/2013,14:10,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,1,95
893,18/01/2014,15:21,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,4,197
894,16/10/2012,10:30,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,9,200
895,25/07/2014,13:35,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,8,235
896,28/04/2014,16:58,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,2,232
897,22/01/2013,10:03,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,9,218
898,17/01/2013,15:29,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,3,222
899,29/04/2013,8:55,consequat lectus in est risus auctor sed tristique in tempus sit amet sem,10,256
900,3/10/2012,9:42,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,1,51
901,29/01/2013,8:38,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,3,160
902,17/08/2014,13:10,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,8,180
903,5/06/2014,12:03,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,9,320
904,14/05/2013,14:00,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,9,302
905,30/04/2014,10:30,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,8,53
906,14/03/2013,16:22,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,8,166
907,9/07/2013,12:56,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,5,220
908,12/06/2014,16:21,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,9,318
909,25/02/2014,16:07,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,10,239
910,20/07/2014,8:38,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,4,183
911,1/07/2014,10:07,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,2,345
912,20/05/2014,14:21,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,8,232
913,26/06/2013,16:11,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,4,96
914,21/03/2013,13:53,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,1,196
915,22/03/2014,15:14,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,3,194
916,1/04/2014,8:39,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,4,225
917,2/05/2013,8:16,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,1,261
918,15/03/2013,9:59,lobortis vel dapibus at diam nam tristique tortor eu pede,9,173
919,10/10/2013,12:36,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,4,210
920,5/01/2014,12:40,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,5,34
921,22/12/2013,11:52,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,2,194
922,8/11/2013,15:36,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,7,198
923,23/03/2013,15:03,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac,7,154
924,10/04/2013,11:37,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,3,343
925,8/01/2014,15:02,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,7,268
926,18/12/2013,12:46,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,8,174
927,2/12/2012,16:16,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,9,326
928,20/10/2012,14:54,in ante vestibulum ante ipsum primis in faucibus orci luctus et,3,332
929,5/02/2014,12:36,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante,1,212
930,22/03/2013,13:40,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,8,96
931,27/05/2014,9:50,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,5,295
932,10/06/2013,11:45,lectus pellentesque at nulla suspendisse potenti cras in purus eu,4,300
933,14/12/2012,10:10,quam pede lobortis ligula sit amet eleifend pede libero quis,10,331
934,16/04/2014,12:18,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat,1,85
935,21/03/2013,10:03,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,2,334
936,9/04/2014,8:35,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,10,189
937,12/11/2012,15:07,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum,6,146
938,5/05/2014,11:57,non mi integer ac neque duis bibendum morbi non quam nec dui luctus,1,59
939,23/03/2014,11:32,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,2,35
940,28/02/2014,9:26,non mi integer ac neque duis bibendum morbi non quam nec dui,8,142
941,31/10/2013,9:12,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,1,90
